nome,cpf,telefone,data_nascimento,estado,salario,quantidade_vendida,data_venda,email
ANA paula,731.226.354-64,11 91234-5678,17/12/1980,Espírito Santo,"R$ 1.253,10",3,2026-05-03,cliente487@email.com
Pedro  Santos  ,361.439.407-12,11 91234-5678,17/01/1980,MG,"R$ 3.864,82",4,2027-03-01,cliente789@email.com
Carlos José,807.167.875-11,91234-5678,13/05/1980,ES,"R$ 3.217,80",5,2026-05-01,cliente485@email.com
  joão silva  ,621.882.372-49,11912345678,1980-12-22,SP,"R$ 3.016,03",5,2025-11-18,cliente321@email.com
   fernanda lima  ,310.200.797-13,(11) 91234-5678,29/05/1980,ES,"R$ 2.571,35",4,2025-12-20,cliente353@email.com
ANA paula ,503.728.705-44,(11) 91234-5678,17/06/1980,ES,"R$ 4.023,06",8,2027-01-10,cliente739@email.com
ANA paula  ,383.220.206-46,(11) 91234-5678,1980-06-08,Espírito Santo,"R$ 3.564,84",5,2025-05-23,cliente142@email.com
Carlos José ,930.727.212-56,11912345678,14-02-1980,São Paulo,"R$ 2.824,71",3,2026-01-06,cliente370@email.com
MARIA SOUZA  ,612.412.675-93,11 91234-5678,1980-12-01,Espírito Santo,"R$ 2.852,79",7,2025-05-22,cliente141@email.com
Carlos José  ,571.754.298-30,(11) 91234-5678,1981-01-26,MG,"R$ 2.157,57",3,2026-02-04,cliente399@email.com
Pedro  Santos  ,998.582.124-22,11912345678,23/02/1980,Espírito Santo,"R$ 3.201,65",3,2025-09-21,cliente263@email.com
Pedro  Santos ,450.387.387-20,(11) 91234-5678,1980-04-04,Espírito Santo,"R$ 2.908,04",5,2025-11-17,cliente320@email.com
ANA paula ,206.325.924-50,(11) 91234-5678,18/01/1980,São Paulo,"R$ 2.173,89",7,2025-01-20,cliente19@email.com
   fernanda lima  ,588.423.709-13,11 91234-5678,28-05-1980,Espírito Santo,"R$ 3.076,61",6,2025-06-22,cliente172@email.com
Carlos José,551.530.892-82,91234-5678,30/06/1980,SP,"R$ 1.724,32",2,2026-10-16,cliente653@email.com
  joão silva  ,419.237.649-90,(11) 91234-5678,11-09-1980,sp,"R$ 2.130,71",3,2025-11-09,cliente312@email.com
  joão silva  ,441.319.262-64,11912345678,1980-10-10,São Paulo,"R$ 1.943,97",7,2026-01-26,cliente390@email.com
ANA paula  ,365.414.814-50,11 91234-5678,01/01/1980,ES,"R$ 260,86",3,2027-01-16,cliente745@email.com
   fernanda lima,239.286.904-70,(11) 91234-5678,1980-07-11,SP,2626.55,5,2025-01-13,cliente12@email.com
   fernanda lima,388.692.763-70,(11) 91234-5678,23-06-1980,Minas Gerais,"R$ 3.423,89",4,2026-02-12,cliente407@email.com
   fernanda lima,672.453.127-67,11912345678,16-03-1980,RJ,3175.51,4,2026-02-13,cliente408@email.com
MARIA SOUZA ,604.186.142-10,11912345678,08/02/1980,sp,"R$ 2.788,62",5,2025-11-02,cliente305@email.com
Carlos José  ,722.480.231-29,11912345678,02/08/1980,ES,"R$ 4.029,44",4,2025-12-21,cliente354@email.com
Carlos José ,315.102.259-22,(11) 91234-5678,06-01-1981,Espírito Santo,"R$ 2.963,67",4,2025-01-26,cliente25@email.com
Carlos José ,939.215.948-90,11912345678,30-11-1980,S.Paulo,"R$ 2.939,96",7,2026-08-21,cliente597@email.com
ANA paula  ,803.674.684-42,11912345678,20-10-1980,Espírito Santo,"R$ 3.733,55",5,2025-06-19,cliente169@email.com
ANA paula  ,958.848.388-15,(11) 91234-5678,1980-07-27,RJ,"R$ 3.993,78",6,2025-02-08,cliente38@email.com
MARIA SOUZA  ,740.443.921-80,(11) 91234-5678,30/01/1981,ES,"R$ 5.042,18",7,2025-06-25,cliente175@email.com
Pedro  Santos,903.580.762-75,(11) 91234-5678,1980-12-23,SP,"R$ 3.505,02",5,2025-09-03,cliente245@email.com
   fernanda lima  ,128.196.109-67,11 91234-5678,04/06/1980,sp,2532.66,5,2025-10-26,cliente298@email.com
Pedro  Santos,351.334.326-22,(11) 91234-5678,29/11/1980,São Paulo,"R$ 3.135,56",6,2026-10-31,cliente668@email.com
  joão silva  ,443.393.670-19,(11) 91234-5678,03/08/1980,MG,"R$ 1.373,00",4,2026-02-21,cliente416@email.com
MARIA SOUZA,459.174.659-41,11 91234-5678,1980-03-12,S.Paulo,"R$ 2.300,59",3,2026-07-03,cliente548@email.com
MARIA SOUZA ,741.481.878-59,11912345678,16/02/1980,RJ,4888.21,4,2025-09-30,cliente272@email.com
Pedro  Santos ,648.240.843-17,11 91234-5678,11/01/1981,São Paulo,"R$ 1.891,89",7,2026-09-04,cliente611@email.com
ANA paula  ,284.138.322-65,(11) 91234-5678,12/07/1980,Rio de Janeiro,"R$ 3.711,41",5,2025-06-04,cliente154@email.com
   fernanda lima  ,120.836.966-35,(11) 91234-5678,1980-06-30,RJ,"R$ 2.705,54",3,2025-05-07,cliente126@email.com
   fernanda lima,310.671.476-20,11 91234-5678,29-10-1980,RJ,"R$ 3.456,69",4,2026-03-26,cliente449@email.com
  joão silva  ,773.464.953-62,(11) 91234-5678,27/01/1981,São Paulo,"R$ 3.876,17",6,2026-07-26,cliente571@email.com
ANA paula  ,461.285.755-81,11912345678,07/04/1980,SP,"R$ 3.367,51",5,2025-12-08,cliente341@email.com
ANA paula,685.107.607-50,(11) 91234-5678,1980-06-16,ES,"R$ 1.800,27",5,2026-03-07,cliente430@email.com
Pedro  Santos  ,164.112.312-94,11912345678,31/02/2000,MG,"R$ 3.097,83",4,2025-10-15,cliente287@email.com
Carlos José,387.406.911-91,11 91234-5678,06-12-1980,Minas Gerais,"R$ 1.610,70",5,2025-04-24,cliente113@email.com
ANA paula  ,331.632.918-47,(11) 91234-5678,08/04/1980,S.Paulo,"R$ 3.427,81",3,2026-05-15,cliente499@email.com
   fernanda lima,588.423.709-13,(11) 91234-5678,18-08-1980,São Paulo,"R$ 2.488,24",4,2025-06-23,cliente173@email.com
ANA paula,615.320.625-12,11 91234-5678,02-05-1980,sp,"R$ 2.489,84",3,2025-12-26,cliente359@email.com
Carlos José,419.772.475-61,11912345678,01-12-1980,Espírito Santo,"R$ 3.198,39",2,2026-04-28,cliente482@email.com
ANA paula  ,500.985.804-31,11912345678,03/03/1980,S.Paulo,"R$ 3.603,79",6,2025-02-27,cliente57@email.com
Carlos José  ,106.295.520-65,(11) 91234-5678,07-01-1980,Espírito Santo,"R$ 1.588,94",5,2026-07-07,cliente551@email.com
  joão silva  ,387.266.720-45,(11) 91234-5678,1980-12-30,Rio de Janeiro,"R$ 3.743,65",2,2025-08-11,cliente222@email.com
ANA paula,330.789.162-72,(11) 91234-5678,17/05/1980,São Paulo,"R$ 2.742,38",4,2025-10-08,cliente280@email.com
   fernanda lima,683.759.960-72,(11) 91234-5678,11-11-1980,RJ,"R$ 2.858,47",4,2025-01-18,cliente17@email.com
Pedro  Santos,619.199.851-96,(11) 91234-5678,1980-10-31,MG,"R$ 4.452,76",5,2025-05-08,cliente127@email.com
  joão silva ,501.282.764-68,(11) 91234-5678,1980-09-05,RJ,2354.22,6,2025-11-19,cliente322@email.com
Pedro  Santos ,166.947.106-61,11912345678,31-10-1980,SP,"R$ 1.878,25",6,2025-09-13,cliente255@email.com
MARIA SOUZA,449.395.357-90,11912345678,13/11/1980,São Paulo,"R$ 2.413,58",9,2026-06-23,cliente538@email.com
  joão silva,702.453.987-55,11 91234-5678,31/02/2000,Espírito Santo,"R$ 2.194,90",5,2026-04-16,cliente470@email.com
Pedro  Santos ,980.836.963-81,(11) 91234-5678,10-03-1980,SP,"R$ 2.398,06",4,2026-08-22,cliente598@email.com
   fernanda lima  ,306.309.214-15,(11) 91234-5678,07-01-1981,São Paulo,"R$ 2.727,59",7,2026-04-14,cliente468@email.com
MARIA SOUZA  ,943.137.610-45,11912345678,24-06-1980,sp,"R$ 3.659,53",6,2027-02-08,cliente768@email.com
Pedro  Santos ,892.903.814-60,11 91234-5678,08-07-1980,Espírito Santo,"R$ 3.731,00",5,2025-07-10,cliente190@email.com
MARIA SOUZA ,972.158.742-37,11912345678,30-01-1981,RJ,"R$ 4.060,09",5,2025-04-26,cliente115@email.com
Carlos José ,443.648.916-50,nan,14/03/1980,Espírito Santo,"R$ 1.192,96",4,2026-06-01,cliente516@email.com
Pedro  Santos ,835.672.221-30,nan,1980-06-10,São Paulo,1450.44,3,2026-12-11,cliente709@email.com
Pedro  Santos  ,476.650.639-12,11912345678,05/12/1980,sp,"R$ 750,57",8,2026-06-20,cliente535@email.com
ANA paula,813.341.964-11,(11) 91234-5678,15/03/1980,Rio de Janeiro,"R$ 3.003,15",3,2025-04-05,cliente94@email.com
  joão silva,404.835.596-44,11912345678,1980-06-17,Espírito Santo,"R$ 2.814,08",7,2025-06-30,cliente179@email.com
  joão silva,825.299.178-26,11 91234-5678,05-07-1980,Espírito Santo,"R$ 2.592,54",2,2025-10-29,cliente301@email.com
ANA paula ,454.683.870-23,(11) 91234-5678,1980-11-05,RJ,"R$ 1.963,69",4,2026-09-09,cliente616@email.com
  joão silva,861.886.264-94,11 91234-5678,10-02-1980,MG,"R$ 2.908,92",4,2026-08-05,cliente581@email.com
   fernanda lima,765.403.719-61,11912345678,1980-04-08,Minas Gerais,"R$ 3.107,06",6,2026-08-14,cliente590@email.com
ANA paula  ,354.270.827-51,(11) 91234-5678,1980-02-24,Espírito Santo,"R$ 2.625,47",4,2027-01-02,cliente731@email.com
Pedro  Santos ,487.724.976-59,(11) 91234-5678,1980-12-02,São Paulo,"R$ 1.812,23",7,2026-07-13,cliente558@email.com
Carlos José  ,772.521.837-24,(11) 91234-5678,22-11-1980,Minas Gerais,"R$ 2.027,24",3,2026-12-10,cliente708@email.com
Carlos José  ,378.507.604-47,11912345678,26/09/1980,Minas Gerais,"R$ 3.842,30",5,2026-06-27,cliente542@email.com
MARIA SOUZA ,344.847.796-25,(11) 91234-5678,21-04-1980,São Paulo,"R$ 2.470,53",3,2025-01-06,cliente5@email.com
Carlos José  ,990.297.100-32,(11) 91234-5678,30/12/1980,S.Paulo,"R$ 3.952,48",500,2027-02-25,cliente785@email.com
  joão silva ,232.846.656-67,11 91234-5678,1980-07-05,Espírito Santo,"R$ 4.609,52",4,2025-02-15,cliente45@email.com
Pedro  Santos,549.346.619-22,11912345678,13-02-1980,Minas Gerais,"R$ 3.691,62",8,2026-12-27,cliente725@email.com
Pedro  Santos  ,483.737.912-61,11 91234-5678,24/12/1980,ES,"R$ 2.151,93",8,2025-06-07,cliente157@email.com
Pedro  Santos,303.293.780-33,(11) 91234-5678,17/12/1980,MG,"R$ 4.768,17",6,2026-08-29,cliente605@email.com
ANA paula ,684.856.688-40,11912345678,02-05-1980,ES,"R$ 2.762,32",5,2025-06-21,cliente171@email.com
   fernanda lima ,810.663.871-68,(11) 91234-5678,03/01/1980,São Paulo,"R$ 3.130,69",4,2025-01-17,cliente16@email.com
MARIA SOUZA ,923.788.752-70,11 91234-5678,26-04-1980,sp,"R$ 4.162,26",6,2026-05-27,cliente511@email.com
  joão silva  ,817.688.623-48,11912345678,1980-08-26,RJ,"R$ 2.177,92",5,2025-02-18,cliente48@email.com
  joão silva  ,603.121.312-63,11 91234-5678,1980-11-08,São Paulo,"R$ 2.831,62",3,2027-02-14,cliente774@email.com
   fernanda lima ,989.370.520-10,(11) 91234-5678,02-03-1980,São Paulo,"R$ 3.458,99",7,2027-01-28,cliente757@email.com
MARIA SOUZA ,497.219.536-70,11 91234-5678,24/11/1980,São Paulo,"R$ 4.084,20",0,2026-04-26,cliente480@email.com
Pedro  Santos ,840.697.744-64,11 91234-5678,03/11/1980,Rio de Janeiro,"R$ 2.316,37",1,2025-10-11,cliente283@email.com
  joão silva ,183.553.766-11,91234-5678,01-08-1980,RJ,"R$ 3.608,74",8,2026-06-21,cliente536@email.com
   fernanda lima  ,524.807.880-58,(11) 91234-5678,11-12-1980,SP,"R$ 4.607,58",9,2025-08-14,cliente225@email.com
ANA paula ,219.992.188-82,11 91234-5678,30/01/1980,Espírito Santo,"R$ 3.146,94",6,2025-01-27,cliente26@email.com
Carlos José,122.643.545-83,(11) 91234-5678,14/04/1980,S.Paulo,"R$ 2.626,63",5,2026-09-23,cliente630@email.com
Carlos José  ,319.228.619-41,(11) 91234-5678,08/10/1980,Minas Gerais,"R$ 3.078,96",8,2026-03-14,cliente437@email.com
   fernanda lima ,916.418.977-92,11912345678,20/10/1980,Rio de Janeiro,"R$ 4.159,84",7,2025-12-31,cliente364@email.com
MARIA SOUZA ,911.480.157-12,11912345678,31/02/2000,RJ,"R$ 2.780,33",4,2025-08-18,cliente229@email.com
Pedro  Santos,422.667.139-49,11912345678,25-01-1981,MG,"R$ 3.967,83",2,2025-02-07,cliente37@email.com
MARIA SOUZA,604.884.935-57,(11) 91234-5678,1980-11-01,S.Paulo,"R$ 1.220,60",4,2027-02-19,cliente779@email.com
MARIA SOUZA,658.177.223-84,11912345678,28/11/1980,ES,"R$ 3.290,96",3,2026-01-10,cliente374@email.com
   fernanda lima ,350.318.506-68,11912345678,12-08-1980,RJ,"R$ 4.233,72",6,2026-04-15,cliente469@email.com
Carlos José  ,211.510.305-66,(11) 91234-5678,1980-12-09,Rio de Janeiro,"R$ 3.093,16",5,2027-02-11,cliente771@email.com
   fernanda lima  ,520.233.490-34,(11) 91234-5678,1980-02-11,Espírito Santo,"R$ 2.143,65",3,2026-11-14,cliente682@email.com
ANA paula  ,730.744.923-93,11 91234-5678,03/11/1980,SP,"R$ 1.944,36",4,2026-11-26,cliente694@email.com
  joão silva  ,768.850.255-44,11912345678,1980-10-11,São Paulo,"R$ 5.185,09",-5,2025-07-14,cliente194@email.com
ANA paula ,737.111.627-89,(11) 91234-5678,1980-04-21,MG,4750.82,3,2026-11-16,cliente684@email.com
  joão silva ,317.615.701-18,(11) 91234-5678,15/01/1981,RJ,"R$ 5.500,90",2,2026-11-25,cliente693@email.com
Carlos José,678.953.591-75,91234-5678,25-05-1980,São Paulo,"R$ 4.674,86",3,2026-05-19,cliente503@email.com
   fernanda lima  ,985.839.650-25,11912345678,24/05/1980,sp,"R$ 446,45",5,2027-02-13,cliente773@email.com
Carlos José  ,412.148.217-63,(11) 91234-5678,07-09-1980,São Paulo,"R$ 3.728,52",4,2026-11-01,cliente669@email.com
  joão silva ,481.595.478-56,(11) 91234-5678,29/04/1980,ES,"R$ 2.489,01",8,2027-02-12,cliente772@email.com
Carlos José ,218.317.526-83,11912345678,1980-11-27,S.Paulo,"R$ 3.732,83",3,2025-06-12,cliente162@email.com
Carlos José ,298.402.426-35,11912345678,05/05/1980,MG,"R$ 3.382,65",3,2027-01-22,cliente751@email.com
Pedro  Santos  ,341.315.350-52,nan,20-01-1981,Minas Gerais,"R$ 2.342,63",0,2025-06-02,cliente152@email.com
MARIA SOUZA ,303.585.932-40,11 91234-5678,1980-10-11,MG,"R$ 3.311,49",1,2026-07-12,cliente557@email.com
ANA paula,478.442.998-51,91234-5678,19/01/1981,ES,4789.71,6,2026-07-27,cliente572@email.com
Pedro  Santos,879.281.983-33,11912345678,03-01-1981,Espírito Santo,"R$ 3.626,54",9,2026-11-07,cliente675@email.com
  joão silva ,666.849.455-54,11912345678,16/04/1980,S.Paulo,"R$ 3.969,57",7,2025-04-22,cliente111@email.com
MARIA SOUZA,927.741.616-53,(11) 91234-5678,26-01-1980,Espírito Santo,"R$ 2.979,44",3,2025-08-15,cliente226@email.com
   fernanda lima  ,291.164.948-76,11 91234-5678,1980-05-11,S.Paulo,"R$ 2.217,40",4,2027-03-04,cliente792@email.com
  joão silva  ,789.959.417-93,11912345678,06/12/1980,RJ,"R$ 4.040,06",5,2025-04-14,cliente103@email.com
MARIA SOUZA,475.843.312-88,11912345678,16-03-1980,sp,"R$ 3.417,47",0,2026-02-26,cliente421@email.com
Carlos José ,631.253.482-77,91234-5678,1980-05-30,São Paulo,"R$ 2.220,98",7,2026-02-24,cliente419@email.com
ANA paula ,258.123.503-46,(11) 91234-5678,15-04-1980,Espírito Santo,"R$ 1.970,19",4,2025-04-30,cliente119@email.com
  joão silva ,685.332.323-72,11 91234-5678,09-10-1980,S.Paulo,"R$ 2.990,16",4,2025-02-23,cliente53@email.com
Carlos José ,111.589.375-62,11912345678,1980-05-03,ES,"R$ 3.566,77",5,2025-06-01,cliente151@email.com
ANA paula ,829.404.470-98,11912345678,1980-01-25,S.Paulo,"R$ 2.986,70",2,2026-02-08,cliente403@email.com
Carlos José,231.890.973-93,(11) 91234-5678,24-04-1980,MG,"R$ 1.257,23",2,2027-01-24,cliente753@email.com
ANA paula,683.251.819-58,(11) 91234-5678,1980-12-02,ES,"R$ 2.813,32",3,2025-07-27,cliente207@email.com
Pedro  Santos  ,957.329.932-93,11912345678,14/11/1980,São Paulo,"R$ 1.497,13",7,2026-11-09,cliente677@email.com
ANA paula  ,672.182.222-25,11912345678,1980-03-29,RJ,"R$ 2.963,41",5,2026-09-11,cliente618@email.com
Pedro  Santos,788.102.528-23,11 91234-5678,05-04-1980,ES,"R$ 375,18",2,2025-01-09,cliente8@email.com
MARIA SOUZA,334.112.200-42,11912345678,27/12/1980,Minas Gerais,"R$ 5.082,66",9,2026-10-14,cliente651@email.com
   fernanda lima,400.323.417-67,11 91234-5678,01/08/1980,RJ,"R$ 2.318,62",4,2025-02-06,cliente36@email.com
Pedro  Santos  ,230.687.575-39,(11) 91234-5678,13-05-1980,MG,"R$ 4.322,74",7,2026-03-29,cliente452@email.com
Pedro  Santos  ,693.528.902-39,(11) 91234-5678,1980-04-25,RJ,"R$ 2.654,08",4,2025-09-11,cliente253@email.com
  joão silva,680.515.548-96,(11) 91234-5678,17-01-1980,Espírito Santo,"R$ 3.123,48",4,2025-10-31,cliente303@email.com
ANA paula ,646.795.385-66,11912345678,1980-09-12,ES,"R$ 3.319,97",500,2026-08-30,cliente606@email.com
ANA paula,608.372.198-91,(11) 91234-5678,1980-08-06,Espírito Santo,4437.30,4,2026-08-03,cliente579@email.com
  joão silva  ,586.575.616-90,11912345678,27-07-1980,S.Paulo,"R$ 1.226,03",6,2026-08-11,cliente587@email.com
  joão silva,209.435.921-61,(11) 91234-5678,26/01/1980,ES,"R$ 3.400,24",5,2025-09-20,cliente262@email.com
ANA paula  ,228.229.671-57,nan,1981-01-11,São Paulo,"R$ 2.340,96",2,2025-10-25,cliente297@email.com
   fernanda lima ,941.197.243-60,11 91234-5678,1980-08-25,sp,"R$ 2.587,52",3,2026-02-19,cliente414@email.com
Carlos José ,936.260.790-87,91234-5678,16-11-1980,MG,"R$ 2.885,20",6,2025-05-31,cliente150@email.com
ANA paula,570.875.565-21,(11) 91234-5678,1980-10-04,ES,4064.63,4,2026-09-29,cliente636@email.com
ANA paula  ,689.813.401-22,11912345678,05-04-1980,Rio de Janeiro,"R$ 2.936,43",2,2026-12-14,cliente712@email.com
  joão silva,778.389.539-37,11912345678,11/02/1980,Espírito Santo,"R$ 3.102,86",7,2026-07-05,cliente550@email.com
Carlos José ,115.576.161-57,11912345678,17-02-1980,SP,"R$ 2.461,24",-10,2026-05-04,cliente488@email.com
Carlos José ,741.610.392-29,91234-5678,17/12/1980,RJ,"R$ 5.392,11",5,2025-05-28,cliente147@email.com
ANA paula  ,719.350.981-87,(11) 91234-5678,1980-07-19,Rio de Janeiro,"R$ 3.192,60",7,2025-05-27,cliente146@email.com
Pedro  Santos  ,283.119.657-21,(11) 91234-5678,23-01-1981,MG,"R$ 2.313,95",-10,2026-08-12,cliente588@email.com
ANA paula ,792.190.181-77,11912345678,01-02-1980,sp,"R$ 4.167,51",4,2027-01-13,cliente742@email.com
ANA paula ,593.800.386-89,11912345678,20-09-1980,SP,"R$ 2.458,99",1,2026-08-25,cliente601@email.com
Pedro  Santos  ,697.333.701-67,(11) 91234-5678,23-05-1980,Espírito Santo,1037.24,6,2025-12-15,cliente348@email.com
  joão silva  ,739.290.678-13,11912345678,1980-10-23,Rio de Janeiro,"R$ 4.082,11",4,2026-04-09,cliente463@email.com
Pedro  Santos ,534.785.212-30,11912345678,15-12-1980,SP,"R$ 2.849,39",7,2025-11-22,cliente325@email.com
Carlos José,142.442.425-55,(11) 91234-5678,12/02/1980,Espírito Santo,"R$ 4.288,08",7,2025-07-06,cliente186@email.com
Carlos José,434.517.873-48,(11) 91234-5678,19-06-1980,Minas Gerais,"R$ 2.764,29",6,2025-05-04,cliente123@email.com
MARIA SOUZA ,132.154.618-66,(11) 91234-5678,1980-01-31,RJ,"R$ 2.388,37",4,2026-11-15,cliente683@email.com
Carlos José ,786.303.264-58,(11) 91234-5678,1980-03-29,Rio de Janeiro,"R$ 4.635,80",6,2025-05-24,cliente143@email.com
Carlos José  ,929.780.924-69,11912345678,17/07/1980,Espírito Santo,"R$ 3.220,58",1,2027-02-03,cliente763@email.com
ANA paula,688.743.189-98,(11) 91234-5678,29-03-1980,sp,"R$ 3.383,17",6,2025-07-17,cliente197@email.com
   fernanda lima,320.919.519-47,11912345678,31/02/2000,São Paulo,3262.99,3,2025-10-07,cliente279@email.com
Pedro  Santos,843.326.844-61,(11) 91234-5678,1980-10-18,S.Paulo,"R$ 3.050,23",5,2025-10-21,cliente293@email.com
ANA paula ,525.765.591-23,(11) 91234-5678,06-10-1980,Rio de Janeiro,"R$ 3.750,87",7,2026-02-05,cliente400@email.com
   fernanda lima  ,707.716.519-75,11 91234-5678,1980-10-22,ES,2693.43,5,2025-05-03,cliente122@email.com
   fernanda lima ,549.553.728-35,11912345678,09-10-1980,Rio de Janeiro,"R$ 1.765,49",5,2025-07-03,cliente183@email.com
  joão silva  ,921.484.271-54,11 91234-5678,16-01-1980,SP,"R$ 3.828,06",1,2025-07-22,cliente202@email.com
ANA paula ,991.787.718-13,11 91234-5678,31/02/2000,S.Paulo,"R$ 2.358,92",8,2026-03-15,cliente438@email.com
   fernanda lima,460.440.869-82,11912345678,19-05-1980,RJ,"R$ 3.084,52",5,2025-09-04,cliente246@email.com
Pedro  Santos,736.778.185-85,11912345678,08/01/1981,São Paulo,"R$ 2.261,30",6,2026-02-20,cliente415@email.com
Carlos José  ,673.697.545-91,(11) 91234-5678,16-01-1980,SP,"R$ 3.638,68",5,2026-12-13,cliente711@email.com
  joão silva  ,474.392.936-47,(11) 91234-5678,1980-01-30,RJ,"R$ 2.918,95",6,2025-05-10,cliente129@email.com
  joão silva  ,181.680.230-96,11912345678,25/09/1980,MG,"R$ 3.972,06",2,2026-02-07,cliente402@email.com
Carlos José,663.759.259-23,(11) 91234-5678,1980-07-03,SP,"R$ 2.830,15",10,2026-09-25,cliente632@email.com
  joão silva,394.550.314-87,(11) 91234-5678,01/05/1980,ES,"R$ 2.978,76",6,2026-09-16,cliente623@email.com
Pedro  Santos ,526.138.692-68,(11) 91234-5678,05/02/1980,Espírito Santo,"R$ 2.001,79",5,2026-12-29,cliente727@email.com
ANA paula  ,653.473.736-48,11912345678,20/05/1980,Minas Gerais,"R$ 4.046,91",1,2025-08-08,cliente219@email.com
MARIA SOUZA  ,192.185.143-18,11 91234-5678,03/07/1980,MG,"R$ 2.466,91",3,2026-12-31,cliente729@email.com
   fernanda lima ,641.746.678-74,(11) 91234-5678,1980-02-03,ES,"R$ 3.110,89",10,2026-09-02,cliente609@email.com
ANA paula ,863.971.421-64,(11) 91234-5678,06-04-1980,Minas Gerais,"R$ 2.020,07",8,2027-01-03,cliente732@email.com
  joão silva ,287.784.389-54,nan,27/07/1980,sp,"R$ 2.796,54",4,2026-09-10,cliente617@email.com
MARIA SOUZA  ,908.281.785-69,(11) 91234-5678,1980-06-19,São Paulo,"R$ 3.600,21",4,2026-01-22,cliente386@email.com
MARIA SOUZA ,760.852.371-68,(11) 91234-5678,17/12/1980,São Paulo,"R$ 2.673,99",1,2027-02-15,cliente775@email.com
MARIA SOUZA ,540.192.720-49,(11) 91234-5678,1980-07-09,MG,"R$ 3.375,46",2,2026-05-25,cliente509@email.com
MARIA SOUZA ,642.945.631-27,11912345678,1980-07-26,S.Paulo,"R$ 3.081,08",5,2025-09-25,cliente267@email.com
   fernanda lima  ,968.201.852-74,(11) 91234-5678,21/07/1980,sp,"R$ 3.476,65",9,2027-02-21,cliente781@email.com
ANA paula  ,228.674.208-30,nan,28-12-1980,Espírito Santo,"R$ 3.599,58",6,2026-03-18,cliente441@email.com
MARIA SOUZA ,523.431.537-85,(11) 91234-5678,18/04/1980,MG,"R$ 2.652,81",1,2026-05-12,cliente496@email.com
Pedro  Santos,832.730.408-64,11912345678,29-01-1981,sp,"R$ 3.326,86",4,2025-04-23,cliente112@email.com
Pedro  Santos ,902.453.570-39,(11) 91234-5678,11-02-1980,São Paulo,"R$ 3.200,85",7,2025-08-21,cliente232@email.com
   fernanda lima,461.540.125-34,(11) 91234-5678,03/10/1980,Espírito Santo,3073.60,2,2026-11-30,cliente698@email.com
  joão silva  ,833.402.262-28,11912345678,06/01/1981,São Paulo,"R$ 1.593,06",4,2026-08-31,cliente607@email.com
Pedro  Santos ,851.146.498-79,91234-5678,1980-11-11,ES,"R$ 3.504,29",4,2026-01-09,cliente373@email.com
Pedro  Santos ,215.363.761-53,(11) 91234-5678,1980-01-11,São Paulo,"R$ 3.100,79",8,2025-08-22,cliente233@email.com
Pedro  Santos ,277.511.977-62,91234-5678,21-09-1980,S.Paulo,"R$ 4.636,74",2,2026-09-26,cliente633@email.com
   fernanda lima,866.469.877-30,91234-5678,1981-01-24,SP,"R$ 1.869,82",6,2025-11-14,cliente317@email.com
Pedro  Santos  ,276.628.709-79,11912345678,05-09-1980,Espírito Santo,"R$ 2.533,24",4,2026-02-15,cliente410@email.com
MARIA SOUZA ,591.681.780-25,11 91234-5678,05/12/1980,Minas Gerais,"R$ 3.775,12",4,2026-12-19,cliente717@email.com
Pedro  Santos,156.119.372-80,11 91234-5678,27-09-1980,SP,"R$ 2.669,23",7,2025-12-25,cliente358@email.com
ANA paula,565.305.887-91,11912345678,02/08/1980,Rio de Janeiro,"R$ 4.028,77",4,2025-09-16,cliente258@email.com
MARIA SOUZA  ,536.880.632-28,(11) 91234-5678,21-03-1980,Rio de Janeiro,"R$ 3.124,75",3,2026-09-20,cliente627@email.com
Carlos José  ,254.191.625-80,11 91234-5678,1980-11-01,São Paulo,"R$ 3.689,16",6,2025-10-10,cliente282@email.com
MARIA SOUZA  ,936.604.599-70,11 91234-5678,1980-11-22,São Paulo,"R$ 2.486,10",-10,2026-01-12,cliente376@email.com
Pedro  Santos ,737.842.394-44,11 91234-5678,1981-01-02,MG,"R$ 2.571,15",7,2026-01-20,cliente384@email.com
Pedro  Santos  ,998.172.747-79,11 91234-5678,1980-07-18,São Paulo,"R$ 3.031,40",6,2025-08-13,cliente224@email.com
Carlos José  ,139.288.263-33,11 91234-5678,1980-11-15,ES,"R$ 2.896,41",2,2027-01-30,cliente759@email.com
Carlos José,595.757.867-87,(11) 91234-5678,1980-03-19,sp,"R$ 4.599,47",9,2026-10-20,cliente657@email.com
Carlos José ,801.646.758-39,(11) 91234-5678,09/12/1980,SP,"R$ 2.343,31",4,2026-04-18,cliente472@email.com
ANA paula ,211.112.492-45,11 91234-5678,24-02-1980,Rio de Janeiro,"R$ 4.731,17",3,2025-12-14,cliente347@email.com
MARIA SOUZA,683.186.361-95,11912345678,1980-01-13,RJ,"R$ 798,76",5,2026-05-21,cliente505@email.com
MARIA SOUZA ,540.340.960-35,91234-5678,1980-04-06,S.Paulo,"R$ 3.450,61",4,2026-10-02,cliente639@email.com
  joão silva ,576.172.240-79,(11) 91234-5678,1980-02-14,SP,"R$ 2.259,51",11,2027-02-28,cliente788@email.com
MARIA SOUZA ,710.724.458-87,(11) 91234-5678,30-05-1980,Rio de Janeiro,"R$ 4.643,54",8,2027-01-11,cliente740@email.com
Carlos José  ,253.489.359-38,11 91234-5678,06-04-1980,sp,"R$ 3.031,49",3,2026-12-24,cliente722@email.com
