nome,telefone,data_nascimento,estado,salario,quantidade_vendida,data_venda,email,cpf_camuflado
Maria Souza,(11) 91234-5678,01/12/1980,ES,2852.79,7,22/05/2025,cliente141@email.com,xxx.xxx.xxx-93
Carlos José,(11) 91234-5678,26/01/1981,MG,2157.57,3,04/02/2026,cliente399@email.com,xxx.xxx.xxx-30
Pedro  Santos,(27) 11912345678,23/02/1980,ES,3201.65,3,21/09/2025,cliente263@email.com,xxx.xxx.xxx-22
Pedro  Santos,(11) 91234-5678,04/04/1980,ES,2908.04,5,17/11/2025,cliente320@email.com,xxx.xxx.xxx-20
Ana Paula,(11) 91234-5678,18/01/1980,SP,2173.89,7,20/01/2025,cliente19@email.com,xxx.xxx.xxx-50
Fernanda Lima,(11) 91234-5678,28/05/1980,ES,3076.61,6,22/06/2025,cliente172@email.com,xxx.xxx.xxx-13
Carlos José,(11) 91234-5678,30/06/1980,SP,1724.32,2,16/10/2026,cliente653@email.com,xxx.xxx.xxx-82
João Silva,(11) 91234-5678,11/09/1980,SP,2130.71,3,09/11/2025,cliente312@email.com,xxx.xxx.xxx-90
João Silva,(11) 11912345678,10/10/1980,SP,1943.97,7,26/01/2026,cliente390@email.com,xxx.xxx.xxx-64
Ana Paula,(11) 91234-5678,01/01/1980,ES,260.86,3,16/01/2027,cliente745@email.com,xxx.xxx.xxx-50
Fernanda Lima,(11) 91234-5678,11/07/1980,SP,262655.0,5,13/01/2025,cliente12@email.com,xxx.xxx.xxx-70
Fernanda Lima,(11) 91234-5678,23/06/1980,MG,3423.89,4,12/02/2026,cliente407@email.com,xxx.xxx.xxx-70
Fernanda Lima,(21) 11912345678,16/03/1980,RJ,317551.0,4,13/02/2026,cliente408@email.com,xxx.xxx.xxx-67
Maria Souza,(11) 11912345678,08/02/1980,SP,2788.62,5,02/11/2025,cliente305@email.com,xxx.xxx.xxx-10
Carlos José,(27) 11912345678,02/08/1980,ES,4029.44,4,21/12/2025,cliente354@email.com,xxx.xxx.xxx-29
Carlos José,(11) 91234-5678,06/01/1981,ES,2963.67,4,26/01/2025,cliente25@email.com,xxx.xxx.xxx-22
Carlos José,(11) 11912345678,30/11/1980,SP,2939.96,7,21/08/2026,cliente597@email.com,xxx.xxx.xxx-90
Ana Paula,(27) 11912345678,20/10/1980,ES,3733.55,5,19/06/2025,cliente169@email.com,xxx.xxx.xxx-42
Ana Paula,(11) 91234-5678,27/07/1980,RJ,3993.78,6,08/02/2025,cliente38@email.com,xxx.xxx.xxx-15
Maria Souza,(11) 91234-5678,30/01/1981,ES,5042.18,7,25/06/2025,cliente175@email.com,xxx.xxx.xxx-80
Pedro  Santos,(11) 91234-5678,23/12/1980,SP,3505.02,5,03/09/2025,cliente245@email.com,xxx.xxx.xxx-75
Fernanda Lima,(11) 91234-5678,04/06/1980,SP,253266.0,5,26/10/2025,cliente298@email.com,xxx.xxx.xxx-67
Pedro  Santos,(11) 91234-5678,29/11/1980,SP,3135.56,6,31/10/2026,cliente668@email.com,xxx.xxx.xxx-22
João Silva,(11) 91234-5678,03/08/1980,MG,1373.0,4,21/02/2026,cliente416@email.com,xxx.xxx.xxx-19
Maria Souza,(11) 91234-5678,12/03/1980,SP,2300.59,3,03/07/2026,cliente548@email.com,xxx.xxx.xxx-41
Maria Souza,(21) 11912345678,16/02/1980,RJ,488821.0,4,30/09/2025,cliente272@email.com,xxx.xxx.xxx-59
Pedro  Santos,(11) 91234-5678,11/01/1981,SP,1891.89,7,04/09/2026,cliente611@email.com,xxx.xxx.xxx-17
Ana Paula,(11) 91234-5678,12/07/1980,RJ,3711.41,5,04/06/2025,cliente154@email.com,xxx.xxx.xxx-65
Fernanda Lima,(11) 91234-5678,30/06/1980,RJ,2705.54,3,07/05/2025,cliente126@email.com,xxx.xxx.xxx-35
Fernanda Lima,(11) 91234-5678,29/10/1980,RJ,3456.69,4,26/03/2026,cliente449@email.com,xxx.xxx.xxx-20
João Silva,(11) 91234-5678,27/01/1981,SP,3876.17,6,26/07/2026,cliente571@email.com,xxx.xxx.xxx-62
Ana Paula,(11) 11912345678,07/04/1980,SP,3367.51,5,08/12/2025,cliente341@email.com,xxx.xxx.xxx-81
Ana Paula,(11) 91234-5678,16/06/1980,ES,1800.27,5,07/03/2026,cliente430@email.com,xxx.xxx.xxx-50
Pedro  Santos,(31) 11912345678,Data Errada,MG,3097.83,4,15/10/2025,cliente287@email.com,xxx.xxx.xxx-94
Carlos José,(11) 91234-5678,06/12/1980,MG,1610.7,5,24/04/2025,cliente113@email.com,xxx.xxx.xxx-91
Ana Paula,(11) 91234-5678,08/04/1980,SP,3427.81,3,15/05/2026,cliente499@email.com,xxx.xxx.xxx-47
Fernanda Lima,(11) 91234-5678,18/08/1980,SP,2488.24,4,23/06/2025,cliente173@email.com,xxx.xxx.xxx-13
Ana Paula,(11) 91234-5678,02/05/1980,SP,2489.84,3,26/12/2025,cliente359@email.com,xxx.xxx.xxx-12
Carlos José,(27) 11912345678,01/12/1980,ES,3198.39,2,28/04/2026,cliente482@email.com,xxx.xxx.xxx-61
Ana Paula,(11) 11912345678,03/03/1980,SP,3603.79,6,27/02/2025,cliente57@email.com,xxx.xxx.xxx-31
Carlos José,(11) 91234-5678,07/01/1980,ES,1588.94,5,07/07/2026,cliente551@email.com,xxx.xxx.xxx-65
João Silva,(11) 91234-5678,30/12/1980,RJ,3743.65,2,11/08/2025,cliente222@email.com,xxx.xxx.xxx-45
Ana Paula,(11) 91234-5678,17/05/1980,SP,2742.38,4,08/10/2025,cliente280@email.com,xxx.xxx.xxx-72
Fernanda Lima,(11) 91234-5678,11/11/1980,RJ,2858.47,4,18/01/2025,cliente17@email.com,xxx.xxx.xxx-72
Pedro  Santos,(11) 91234-5678,31/10/1980,MG,4452.76,5,08/05/2025,cliente127@email.com,xxx.xxx.xxx-96
João Silva,(11) 91234-5678,05/09/1980,RJ,235422.0,6,19/11/2025,cliente322@email.com,xxx.xxx.xxx-68
Pedro  Santos,(11) 11912345678,31/10/1980,SP,1878.25,6,13/09/2025,cliente255@email.com,xxx.xxx.xxx-61
Maria Souza,(11) 11912345678,13/11/1980,SP,2413.58,9,23/06/2026,cliente538@email.com,xxx.xxx.xxx-90
João Silva,(11) 91234-5678,Data Errada,ES,2194.9,5,16/04/2026,cliente470@email.com,xxx.xxx.xxx-55
Pedro  Santos,(11) 91234-5678,10/03/1980,SP,2398.06,4,22/08/2026,cliente598@email.com,xxx.xxx.xxx-81
Fernanda Lima,(11) 91234-5678,07/01/1981,SP,2727.59,7,14/04/2026,cliente468@email.com,xxx.xxx.xxx-15
Maria Souza,(11) 11912345678,24/06/1980,SP,3659.53,6,08/02/2027,cliente768@email.com,xxx.xxx.xxx-45
Pedro  Santos,(11) 91234-5678,08/07/1980,ES,3731.0,5,10/07/2025,cliente190@email.com,xxx.xxx.xxx-60
Maria Souza,(21) 11912345678,30/01/1981,RJ,4060.09,5,26/04/2025,cliente115@email.com,xxx.xxx.xxx-37
Carlos José,,14/03/1980,ES,1192.96,4,01/06/2026,cliente516@email.com,xxx.xxx.xxx-50
Pedro  Santos,,10/06/1980,SP,145044.0,3,11/12/2026,cliente709@email.com,xxx.xxx.xxx-30
Pedro  Santos,(11) 11912345678,05/12/1980,SP,750.57,8,20/06/2026,cliente535@email.com,xxx.xxx.xxx-12
Ana Paula,(11) 91234-5678,15/03/1980,RJ,3003.15,3,05/04/2025,cliente94@email.com,xxx.xxx.xxx-11
João Silva,(27) 11912345678,17/06/1980,ES,2814.08,7,30/06/2025,cliente179@email.com,xxx.xxx.xxx-44
João Silva,(11) 91234-5678,05/07/1980,ES,2592.54,2,29/10/2025,cliente301@email.com,xxx.xxx.xxx-26
Ana Paula,(11) 91234-5678,05/11/1980,RJ,1963.69,4,09/09/2026,cliente616@email.com,xxx.xxx.xxx-23
João Silva,(11) 91234-5678,10/02/1980,MG,2908.92,4,05/08/2026,cliente581@email.com,xxx.xxx.xxx-94
Fernanda Lima,(31) 11912345678,08/04/1980,MG,3107.06,6,14/08/2026,cliente590@email.com,xxx.xxx.xxx-61
Ana Paula,(11) 91234-5678,24/02/1980,ES,2625.47,4,02/01/2027,cliente731@email.com,xxx.xxx.xxx-51
Pedro  Santos,(11) 91234-5678,02/12/1980,SP,1812.23,7,13/07/2026,cliente558@email.com,xxx.xxx.xxx-59
Carlos José,(11) 91234-5678,22/11/1980,MG,2027.24,3,10/12/2026,cliente708@email.com,xxx.xxx.xxx-24
Carlos José,(31) 11912345678,26/09/1980,MG,3842.3,5,27/06/2026,cliente542@email.com,xxx.xxx.xxx-47
Maria Souza,(11) 91234-5678,21/04/1980,SP,2470.53,3,06/01/2025,cliente5@email.com,xxx.xxx.xxx-25
Carlos José,(11) 91234-5678,30/12/1980,SP,3952.48,500,25/02/2027,cliente785@email.com,xxx.xxx.xxx-32
João Silva,(11) 91234-5678,05/07/1980,ES,4609.52,4,15/02/2025,cliente45@email.com,xxx.xxx.xxx-67
Pedro  Santos,(31) 11912345678,13/02/1980,MG,3691.62,8,27/12/2026,cliente725@email.com,xxx.xxx.xxx-22
Pedro  Santos,(11) 91234-5678,24/12/1980,ES,2151.93,8,07/06/2025,cliente157@email.com,xxx.xxx.xxx-61
Pedro  Santos,(11) 91234-5678,17/12/1980,MG,4768.17,6,29/08/2026,cliente605@email.com,xxx.xxx.xxx-33
Ana Paula,(27) 11912345678,02/05/1980,ES,2762.32,5,21/06/2025,cliente171@email.com,xxx.xxx.xxx-40
Fernanda Lima,(11) 91234-5678,03/01/1980,SP,3130.69,4,17/01/2025,cliente16@email.com,xxx.xxx.xxx-68
Maria Souza,(11) 91234-5678,26/04/1980,SP,4162.26,6,27/05/2026,cliente511@email.com,xxx.xxx.xxx-70
João Silva,(21) 11912345678,26/08/1980,RJ,2177.92,5,18/02/2025,cliente48@email.com,xxx.xxx.xxx-48
João Silva,(11) 91234-5678,08/11/1980,SP,2831.62,3,14/02/2027,cliente774@email.com,xxx.xxx.xxx-63
Fernanda Lima,(11) 91234-5678,02/03/1980,SP,3458.99,7,28/01/2027,cliente757@email.com,xxx.xxx.xxx-10
Maria Souza,(11) 91234-5678,24/11/1980,SP,4084.2,0,26/04/2026,cliente480@email.com,xxx.xxx.xxx-70
Pedro  Santos,(11) 91234-5678,03/11/1980,RJ,2316.37,1,11/10/2025,cliente283@email.com,xxx.xxx.xxx-64
João Silva,(21) 91234-5678,01/08/1980,RJ,3608.74,8,21/06/2026,cliente536@email.com,xxx.xxx.xxx-11
Fernanda Lima,(11) 91234-5678,11/12/1980,SP,4607.58,9,14/08/2025,cliente225@email.com,xxx.xxx.xxx-58
Ana Paula,(11) 91234-5678,30/01/1980,ES,3146.94,6,27/01/2025,cliente26@email.com,xxx.xxx.xxx-82
Carlos José,(11) 91234-5678,14/04/1980,SP,2626.63,5,23/09/2026,cliente630@email.com,xxx.xxx.xxx-83
Carlos José,(11) 91234-5678,08/10/1980,MG,3078.96,8,14/03/2026,cliente437@email.com,xxx.xxx.xxx-41
Fernanda Lima,(21) 11912345678,20/10/1980,RJ,4159.84,7,31/12/2025,cliente364@email.com,xxx.xxx.xxx-92
Maria Souza,(21) 11912345678,Data Errada,RJ,2780.33,4,18/08/2025,cliente229@email.com,xxx.xxx.xxx-12
Pedro  Santos,(31) 11912345678,25/01/1981,MG,3967.83,2,07/02/2025,cliente37@email.com,xxx.xxx.xxx-49
Maria Souza,(11) 91234-5678,01/11/1980,SP,1220.6,4,19/02/2027,cliente779@email.com,xxx.xxx.xxx-57
Maria Souza,(27) 11912345678,28/11/1980,ES,3290.96,3,10/01/2026,cliente374@email.com,xxx.xxx.xxx-84
Fernanda Lima,(21) 11912345678,12/08/1980,RJ,4233.72,6,15/04/2026,cliente469@email.com,xxx.xxx.xxx-68
Carlos José,(11) 91234-5678,09/12/1980,RJ,3093.16,5,11/02/2027,cliente771@email.com,xxx.xxx.xxx-66
Fernanda Lima,(11) 91234-5678,11/02/1980,ES,2143.65,3,14/11/2026,cliente682@email.com,xxx.xxx.xxx-34
Ana Paula,(11) 91234-5678,03/11/1980,SP,1944.36,4,26/11/2026,cliente694@email.com,xxx.xxx.xxx-93
João Silva,(11) 11912345678,11/10/1980,SP,5185.09,0,14/07/2025,cliente194@email.com,xxx.xxx.xxx-44
Ana Paula,(11) 91234-5678,21/04/1980,MG,475082.0,3,16/11/2026,cliente684@email.com,xxx.xxx.xxx-89
João Silva,(11) 91234-5678,15/01/1981,RJ,5500.9,2,25/11/2026,cliente693@email.com,xxx.xxx.xxx-18
Carlos José,(11) 91234-5678,25/05/1980,SP,4674.86,3,19/05/2026,cliente503@email.com,xxx.xxx.xxx-75
Fernanda Lima,(11) 11912345678,24/05/1980,SP,446.45,5,13/02/2027,cliente773@email.com,xxx.xxx.xxx-25
Carlos José,(11) 91234-5678,07/09/1980,SP,3728.52,4,01/11/2026,cliente669@email.com,xxx.xxx.xxx-63
João Silva,(11) 91234-5678,29/04/1980,ES,2489.01,8,12/02/2027,cliente772@email.com,xxx.xxx.xxx-56
Carlos José,(11) 11912345678,27/11/1980,SP,3732.83,3,12/06/2025,cliente162@email.com,xxx.xxx.xxx-83
Carlos José,(31) 11912345678,05/05/1980,MG,3382.65,3,22/01/2027,cliente751@email.com,xxx.xxx.xxx-35
Pedro  Santos,,20/01/1981,MG,2342.63,0,02/06/2025,cliente152@email.com,xxx.xxx.xxx-52
Maria Souza,(11) 91234-5678,11/10/1980,MG,3311.49,1,12/07/2026,cliente557@email.com,xxx.xxx.xxx-40
Ana Paula,(27) 91234-5678,19/01/1981,ES,478971.0,6,27/07/2026,cliente572@email.com,xxx.xxx.xxx-51
Pedro  Santos,(27) 11912345678,03/01/1981,ES,3626.54,9,07/11/2026,cliente675@email.com,xxx.xxx.xxx-33
João Silva,(11) 11912345678,16/04/1980,SP,3969.57,7,22/04/2025,cliente111@email.com,xxx.xxx.xxx-54
Maria Souza,(11) 91234-5678,26/01/1980,ES,2979.44,3,15/08/2025,cliente226@email.com,xxx.xxx.xxx-53
Fernanda Lima,(11) 91234-5678,11/05/1980,SP,2217.4,4,04/03/2027,cliente792@email.com,xxx.xxx.xxx-76
João Silva,(21) 11912345678,06/12/1980,RJ,4040.06,5,14/04/2025,cliente103@email.com,xxx.xxx.xxx-93
Maria Souza,(11) 11912345678,16/03/1980,SP,3417.47,0,26/02/2026,cliente421@email.com,xxx.xxx.xxx-88
Carlos José,(11) 91234-5678,30/05/1980,SP,2220.98,7,24/02/2026,cliente419@email.com,xxx.xxx.xxx-77
Ana Paula,(11) 91234-5678,15/04/1980,ES,1970.19,4,30/04/2025,cliente119@email.com,xxx.xxx.xxx-46
João Silva,(11) 91234-5678,09/10/1980,SP,2990.16,4,23/02/2025,cliente53@email.com,xxx.xxx.xxx-72
Carlos José,(27) 11912345678,03/05/1980,ES,3566.77,5,01/06/2025,cliente151@email.com,xxx.xxx.xxx-62
Ana Paula,(11) 11912345678,25/01/1980,SP,2986.7,2,08/02/2026,cliente403@email.com,xxx.xxx.xxx-98
Carlos José,(11) 91234-5678,24/04/1980,MG,1257.23,2,24/01/2027,cliente753@email.com,xxx.xxx.xxx-93
Ana Paula,(11) 91234-5678,02/12/1980,ES,2813.32,3,27/07/2025,cliente207@email.com,xxx.xxx.xxx-58
Pedro  Santos,(11) 11912345678,14/11/1980,SP,1497.13,7,09/11/2026,cliente677@email.com,xxx.xxx.xxx-93
Ana Paula,(21) 11912345678,29/03/1980,RJ,2963.41,5,11/09/2026,cliente618@email.com,xxx.xxx.xxx-25
Pedro  Santos,(11) 91234-5678,05/04/1980,ES,375.18,2,09/01/2025,cliente8@email.com,xxx.xxx.xxx-23
Maria Souza,(31) 11912345678,27/12/1980,MG,5082.66,9,14/10/2026,cliente651@email.com,xxx.xxx.xxx-42
Fernanda Lima,(11) 91234-5678,01/08/1980,RJ,2318.62,4,06/02/2025,cliente36@email.com,xxx.xxx.xxx-67
Pedro  Santos,(11) 91234-5678,13/05/1980,MG,4322.74,7,29/03/2026,cliente452@email.com,xxx.xxx.xxx-39
Pedro  Santos,(11) 91234-5678,25/04/1980,RJ,2654.08,4,11/09/2025,cliente253@email.com,xxx.xxx.xxx-39
João Silva,(11) 91234-5678,17/01/1980,ES,3123.48,4,31/10/2025,cliente303@email.com,xxx.xxx.xxx-96
Ana Paula,(27) 11912345678,12/09/1980,ES,3319.97,500,30/08/2026,cliente606@email.com,xxx.xxx.xxx-66
Ana Paula,(11) 91234-5678,06/08/1980,ES,443730.0,4,03/08/2026,cliente579@email.com,xxx.xxx.xxx-91
João Silva,(11) 11912345678,27/07/1980,SP,1226.03,6,11/08/2026,cliente587@email.com,xxx.xxx.xxx-90
João Silva,(11) 91234-5678,26/01/1980,ES,3400.24,5,20/09/2025,cliente262@email.com,xxx.xxx.xxx-61
Ana Paula,,11/01/1981,SP,2340.96,2,25/10/2025,cliente297@email.com,xxx.xxx.xxx-57
Fernanda Lima,(11) 91234-5678,25/08/1980,SP,2587.52,3,19/02/2026,cliente414@email.com,xxx.xxx.xxx-60
Carlos José,(31) 91234-5678,16/11/1980,MG,2885.2,6,31/05/2025,cliente150@email.com,xxx.xxx.xxx-87
Ana Paula,(11) 91234-5678,04/10/1980,ES,406463.0,4,29/09/2026,cliente636@email.com,xxx.xxx.xxx-21
Ana Paula,(21) 11912345678,05/04/1980,RJ,2936.43,2,14/12/2026,cliente712@email.com,xxx.xxx.xxx-22
João Silva,(27) 11912345678,11/02/1980,ES,3102.86,7,05/07/2026,cliente550@email.com,xxx.xxx.xxx-37
Carlos José,(11) 11912345678,17/02/1980,SP,2461.24,0,04/05/2026,cliente488@email.com,xxx.xxx.xxx-57
Carlos José,(21) 91234-5678,17/12/1980,RJ,5392.11,5,28/05/2025,cliente147@email.com,xxx.xxx.xxx-29
Ana Paula,(11) 91234-5678,19/07/1980,RJ,3192.6,7,27/05/2025,cliente146@email.com,xxx.xxx.xxx-87
Pedro  Santos,(11) 91234-5678,23/01/1981,MG,2313.95,0,12/08/2026,cliente588@email.com,xxx.xxx.xxx-21
Ana Paula,(11) 11912345678,01/02/1980,SP,4167.51,4,13/01/2027,cliente742@email.com,xxx.xxx.xxx-77
Ana Paula,(11) 11912345678,20/09/1980,SP,2458.99,1,25/08/2026,cliente601@email.com,xxx.xxx.xxx-89
Pedro  Santos,(11) 91234-5678,23/05/1980,ES,103724.0,6,15/12/2025,cliente348@email.com,xxx.xxx.xxx-67
João Silva,(21) 11912345678,23/10/1980,RJ,4082.11,4,09/04/2026,cliente463@email.com,xxx.xxx.xxx-13
Pedro  Santos,(11) 11912345678,15/12/1980,SP,2849.39,7,22/11/2025,cliente325@email.com,xxx.xxx.xxx-30
Carlos José,(11) 91234-5678,12/02/1980,ES,4288.08,7,06/07/2025,cliente186@email.com,xxx.xxx.xxx-55
Carlos José,(11) 91234-5678,19/06/1980,MG,2764.29,6,04/05/2025,cliente123@email.com,xxx.xxx.xxx-48
Maria Souza,(11) 91234-5678,31/01/1980,RJ,2388.37,4,15/11/2026,cliente683@email.com,xxx.xxx.xxx-66
Carlos José,(11) 91234-5678,29/03/1980,RJ,4635.8,6,24/05/2025,cliente143@email.com,xxx.xxx.xxx-58
Carlos José,(27) 11912345678,17/07/1980,ES,3220.58,1,03/02/2027,cliente763@email.com,xxx.xxx.xxx-69
Ana Paula,(11) 91234-5678,29/03/1980,SP,3383.17,6,17/07/2025,cliente197@email.com,xxx.xxx.xxx-98
Fernanda Lima,(11) 11912345678,Data Errada,SP,326299.0,3,07/10/2025,cliente279@email.com,xxx.xxx.xxx-47
Pedro  Santos,(11) 91234-5678,18/10/1980,SP,3050.23,5,21/10/2025,cliente293@email.com,xxx.xxx.xxx-61
Ana Paula,(11) 91234-5678,06/10/1980,RJ,3750.87,7,05/02/2026,cliente400@email.com,xxx.xxx.xxx-23
Fernanda Lima,(11) 91234-5678,22/10/1980,ES,269343.0,5,03/05/2025,cliente122@email.com,xxx.xxx.xxx-75
Fernanda Lima,(21) 11912345678,09/10/1980,RJ,1765.49,5,03/07/2025,cliente183@email.com,xxx.xxx.xxx-35
João Silva,(11) 91234-5678,16/01/1980,SP,3828.06,1,22/07/2025,cliente202@email.com,xxx.xxx.xxx-54
Ana Paula,(11) 91234-5678,Data Errada,SP,2358.92,8,15/03/2026,cliente438@email.com,xxx.xxx.xxx-13
Fernanda Lima,(21) 11912345678,19/05/1980,RJ,3084.52,5,04/09/2025,cliente246@email.com,xxx.xxx.xxx-82
Pedro  Santos,(11) 11912345678,08/01/1981,SP,2261.3,6,20/02/2026,cliente415@email.com,xxx.xxx.xxx-85
Carlos José,(11) 91234-5678,16/01/1980,SP,3638.68,5,13/12/2026,cliente711@email.com,xxx.xxx.xxx-91
João Silva,(11) 91234-5678,30/01/1980,RJ,2918.95,6,10/05/2025,cliente129@email.com,xxx.xxx.xxx-47
João Silva,(31) 11912345678,25/09/1980,MG,3972.06,2,07/02/2026,cliente402@email.com,xxx.xxx.xxx-96
Carlos José,(11) 91234-5678,03/07/1980,SP,2830.15,10,25/09/2026,cliente632@email.com,xxx.xxx.xxx-23
João Silva,(11) 91234-5678,01/05/1980,ES,2978.76,6,16/09/2026,cliente623@email.com,xxx.xxx.xxx-87
Pedro  Santos,(11) 91234-5678,05/02/1980,ES,2001.79,5,29/12/2026,cliente727@email.com,xxx.xxx.xxx-68
Ana Paula,(31) 11912345678,20/05/1980,MG,4046.91,1,08/08/2025,cliente219@email.com,xxx.xxx.xxx-48
Maria Souza,(11) 91234-5678,03/07/1980,MG,2466.91,3,31/12/2026,cliente729@email.com,xxx.xxx.xxx-18
Fernanda Lima,(11) 91234-5678,03/02/1980,ES,3110.89,10,02/09/2026,cliente609@email.com,xxx.xxx.xxx-74
Ana Paula,(11) 91234-5678,06/04/1980,MG,2020.07,8,03/01/2027,cliente732@email.com,xxx.xxx.xxx-64
João Silva,,27/07/1980,SP,2796.54,4,10/09/2026,cliente617@email.com,xxx.xxx.xxx-54
Maria Souza,(11) 91234-5678,19/06/1980,SP,3600.21,4,22/01/2026,cliente386@email.com,xxx.xxx.xxx-69
Maria Souza,(11) 91234-5678,17/12/1980,SP,2673.99,1,15/02/2027,cliente775@email.com,xxx.xxx.xxx-68
Maria Souza,(11) 91234-5678,09/07/1980,MG,3375.46,2,25/05/2026,cliente509@email.com,xxx.xxx.xxx-49
Maria Souza,(11) 11912345678,26/07/1980,SP,3081.08,5,25/09/2025,cliente267@email.com,xxx.xxx.xxx-27
Fernanda Lima,(11) 91234-5678,21/07/1980,SP,3476.65,9,21/02/2027,cliente781@email.com,xxx.xxx.xxx-74
Ana Paula,,28/12/1980,ES,3599.58,6,18/03/2026,cliente441@email.com,xxx.xxx.xxx-30
Maria Souza,(11) 91234-5678,18/04/1980,MG,2652.81,1,12/05/2026,cliente496@email.com,xxx.xxx.xxx-85
Pedro  Santos,(11) 11912345678,29/01/1981,SP,3326.86,4,23/04/2025,cliente112@email.com,xxx.xxx.xxx-64
Pedro  Santos,(11) 91234-5678,11/02/1980,SP,3200.85,7,21/08/2025,cliente232@email.com,xxx.xxx.xxx-39
Fernanda Lima,(11) 91234-5678,03/10/1980,ES,307360.0,2,30/11/2026,cliente698@email.com,xxx.xxx.xxx-34
João Silva,(11) 11912345678,06/01/1981,SP,1593.06,4,31/08/2026,cliente607@email.com,xxx.xxx.xxx-28
Pedro  Santos,(27) 91234-5678,11/11/1980,ES,3504.29,4,09/01/2026,cliente373@email.com,xxx.xxx.xxx-79
Pedro  Santos,(11) 91234-5678,11/01/1980,SP,3100.79,8,22/08/2025,cliente233@email.com,xxx.xxx.xxx-53
Pedro  Santos,(11) 91234-5678,21/09/1980,SP,4636.74,2,26/09/2026,cliente633@email.com,xxx.xxx.xxx-62
Fernanda Lima,(11) 91234-5678,24/01/1981,SP,1869.82,6,14/11/2025,cliente317@email.com,xxx.xxx.xxx-30
Pedro  Santos,(27) 11912345678,05/09/1980,ES,2533.24,4,15/02/2026,cliente410@email.com,xxx.xxx.xxx-79
Maria Souza,(11) 91234-5678,05/12/1980,MG,3775.12,4,19/12/2026,cliente717@email.com,xxx.xxx.xxx-25
Pedro  Santos,(11) 91234-5678,27/09/1980,SP,2669.23,7,25/12/2025,cliente358@email.com,xxx.xxx.xxx-80
Ana Paula,(21) 11912345678,02/08/1980,RJ,4028.77,4,16/09/2025,cliente258@email.com,xxx.xxx.xxx-91
Maria Souza,(11) 91234-5678,21/03/1980,RJ,3124.75,3,20/09/2026,cliente627@email.com,xxx.xxx.xxx-28
Carlos José,(11) 91234-5678,01/11/1980,SP,3689.16,6,10/10/2025,cliente282@email.com,xxx.xxx.xxx-80
Maria Souza,(11) 91234-5678,22/11/1980,SP,2486.1,0,12/01/2026,cliente376@email.com,xxx.xxx.xxx-70
Pedro  Santos,(11) 91234-5678,02/01/1981,MG,2571.15,7,20/01/2026,cliente384@email.com,xxx.xxx.xxx-44
Pedro  Santos,(11) 91234-5678,18/07/1980,SP,3031.4,6,13/08/2025,cliente224@email.com,xxx.xxx.xxx-79
Carlos José,(11) 91234-5678,15/11/1980,ES,2896.41,2,30/01/2027,cliente759@email.com,xxx.xxx.xxx-33
Carlos José,(11) 91234-5678,19/03/1980,SP,4599.47,9,20/10/2026,cliente657@email.com,xxx.xxx.xxx-87
Carlos José,(11) 91234-5678,09/12/1980,SP,2343.31,4,18/04/2026,cliente472@email.com,xxx.xxx.xxx-39
Ana Paula,(11) 91234-5678,24/02/1980,RJ,4731.17,3,14/12/2025,cliente347@email.com,xxx.xxx.xxx-45
Maria Souza,(21) 11912345678,13/01/1980,RJ,798.76,5,21/05/2026,cliente505@email.com,xxx.xxx.xxx-95
Maria Souza,(11) 91234-5678,06/04/1980,SP,3450.61,4,02/10/2026,cliente639@email.com,xxx.xxx.xxx-35
João Silva,(11) 91234-5678,14/02/1980,SP,2259.51,11,28/02/2027,cliente788@email.com,xxx.xxx.xxx-79
Maria Souza,(11) 91234-5678,30/05/1980,RJ,4643.54,8,11/01/2027,cliente740@email.com,xxx.xxx.xxx-87
Carlos José,(11) 91234-5678,06/04/1980,SP,3031.49,3,24/12/2026,cliente722@email.com,xxx.xxx.xxx-38
Pedro  Santos,,02/04/1980,SP,3659.65,2,12/09/2026,cliente619@email.com,xxx.xxx.xxx-43
Ana Paula,(11) 91234-5678,03/09/1980,SP,3013.04,3,17/11/2026,cliente685@email.com,xxx.xxx.xxx-86
Carlos José,(11) 91234-5678,01/02/1980,RJ,3428.34,5,08/10/2026,cliente645@email.com,xxx.xxx.xxx-77
Carlos José,(11) 91234-5678,11/11/1980,SP,2254.06,2,10/11/2026,cliente678@email.com,xxx.xxx.xxx-56
Fernanda Lima,(31) 11912345678,02/08/1980,MG,1107.24,3,11/07/2026,cliente556@email.com,xxx.xxx.xxx-65
João Silva,(11) 11912345678,13/04/1980,SP,1820.89,8,01/08/2026,cliente577@email.com,xxx.xxx.xxx-22
Ana Paula,(11) 91234-5678,28/06/1980,ES,3238.55,3,27/03/2025,cliente85@email.com,xxx.xxx.xxx-73
João Silva,(11) 91234-5678,Data Errada,MG,3956.3,4,31/08/2025,cliente242@email.com,xxx.xxx.xxx-41
Ana Paula,(11) 91234-5678,29/11/1980,ES,2546.59,6,09/06/2025,cliente159@email.com,xxx.xxx.xxx-38
Ana Paula,(31) 11912345678,10/08/1980,MG,4363.23,1,09/06/2026,cliente524@email.com,xxx.xxx.xxx-78
Fernanda Lima,(11) 91234-5678,11/01/1980,ES,3432.22,3,05/02/2025,cliente35@email.com,xxx.xxx.xxx-49
Ana Paula,(11) 91234-5678,04/08/1980,SP,2091.23,3,25/06/2026,cliente540@email.com,xxx.xxx.xxx-94
Ana Paula,(11) 91234-5678,30/05/1980,SP,3008.78,500,20/06/2025,cliente170@email.com,xxx.xxx.xxx-22
